Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
Classic Papers in Glaucoma,"Robert Ritch, Ronald M. Caronia",Kugler Publications,2000,439 pages with 269 figures and 72 tables.,Medical,464,N/A,0,en
"Metaphor Studies: Theories, Methods, Approaches, and Future Perspectives","Ilaria Rizzato,  Valentina Cuccio, Aletta Gesina Dorst",Frontiers Media SA,2024-12-12,"Metaphor has been studied as a linguistic, conceptual, and communicative phenomenon in a wide range of disciplines, including linguistics, literary studies, philosophy, education, political science, media studies, communication science, psychology, and neurosciences. While the Cognitive Theory of Metaphor has dominated the field since the “cognitive turn” in the 1980s, alternatives have been proposed, including the Neural Theory of Metaphor, the Relevance Theory Approach, the Complex Systems Approach, and the Dynamic Systems Approach. Though studies are still often text-based, there is a growing body of research on visual metaphor, multimodal metaphor, and gestural metaphor, as well as experimental research ranging from studies on metaphor processing and comprehension to studies in NLP and machine learning. Metaphor Studies is thus a highly interdisciplinary field that encompasses a myriad of theories, approaches, and methods. In current metaphor research, each of these strands is facing new challenges and offering new venues of cutting-edge research using state-of-the-art technologies. Researchers tend to focus on their own research areas and provide in-depth views within the scope of their own disciplines. Metaphor Studies do not seem to escape this phenomenon, in spite of the large number of disciplines they draw on, ranging from linguistics to psychology to the theory of science. Hence, there seem to be little cooperation and communication across different fields, methods, and approaches, having metaphors and figurative language as their main object of investigation. This Research Topic aims to promote cross-fertilization among the many research areas involved in Metaphor Studies, thus bringing together different methods and perspectives, and offering a comprehensive overview of the possible research scenarios",Science,260,N/A,0,en
Principles and Practice of Ophthalmology E-Book,"Daniel M. Albert, Joan W. Miller, Dimitri T. Azar, Barbara A. Blodi",Elsevier Health Sciences,2008-02-27,"Inside the 3rd edition of this esteemed masterwork, hundreds of the most distinguished authorities from around the world provide today's best answers to every question that arises in your practice. They deliver in-depth guidance on new diagnostic approaches, operative technique, and treatment option, as well as cogent explanations of every new scientific concept and its clinical importance. With its new streamlined, more user-friendly, full-color format, this 3rd edition makes reference much faster, easier, and more versatile. More than ever, it's the source you need to efficiently and confidently overcome any clinical challenge you may face. Comprehensive, authoritative, and richly illustrated coverage of every scientific and clinical principle in ophthalmology ensures that you will always be able to find the guidance you need to diagnose and manage your patients' ocular problems and meet today's standards of care. Updates include completely new sections on ""Refractive Surgery"" and ""Ethics and Professionalism""... an updated and expanded ""Geneitcs"" section... an updated ""Retina"" section featuring OCT imaging and new drug therapies for macular degeneration... and many other important new developments that affect your patient care. A streamlined format and a new, more user-friendly full-color design - with many at-a-glance summary tables, algorithms, boxes, diagrams, and thousands of phenomenal color illustrations - allows you to locate the assistance you need more rapidly than ever.",Medical,5689,N/A,0,en
Local Immune Modulation of Macrophages and Dendritic Cells,"Felix Bock, Daniel Saban, Alexander Steinkasserer",Frontiers Media SA,2022-07-26,N/A,Medical,164,N/A,0,en
Potter's Pathology of the Fetus and Infant E-Book,"Enid Gilbert-Barness, Raj P. Kapur, Luc Laurier Oligny, Joseph R. Siebert",Elsevier Health Sciences,2007-05-01,"This comprehensive reference addresses all aspects of fetal and neonatal pathology, including complicated pregnancies, multiple pregnancies, abortion, placental pathology, and disorders affecting the full-term neonate. A consistent organization allows for quick access to specific guidance, and nearly 2,500 illustrations - 2,350 in full color - depict conditions and abnormalities as they present in practice, facilitating diagnosis. An Image Bank on CD-ROM - new to this edition - features all of the illustrations from the 2-volume set, downloadable for presentations. - Offers comprehensive coverage of all common and rare embryonic, fetal, and infant disorders in one source. - Correlates clinical, pathologic, and genetic findings for each systemic disease. - Emphasizes the genetic and molecular basis of birth defects.Features nearly 2,500 illustrations - 2,350 in full color - which depict each abnormality or condition as they present in practice. - Presents practical information on autopsy techniques and protocols.Provides the latest guidance on molecular pathology, immunohistochemistry, DNA technology, and more. - Offers an expanded discussion of developmental biology related to the pathogenesis of birth defects. - Features user-friendly summary tables and diagnostic flow charts, making information quick and easy to find. - Includes a CD-ROM featuring all of the illustrations from the 2-volume set.",Medical,2345,N/A,0,en
Electronic Participation,"Efthimios Tambouris, Ann Macintosh, Olivier Glassey",Springer,2010-08-20,"This volume constitutes the refereed proceedings of the Second International Conference on Electronic Participation, ePart 2010, held in Lausanne, Switzerland, in August/September, 2010.",Computers,247,N/A,0,en
Handbook of Biomaterial Properties,"William Murphy, Jonathan Black, Garth Hastings",Springer,2016-06-11,"This book provides tabular and text data relating to normal and diseased tissue materials and materials used in medical devices. Comprehensive and practical for students, researchers, engineers, and practicing physicians who use implants, this book considers the materials aspects of both implantable materials and natural tissues and fluids. Examples of materials and topics covered include titanium, elastomers, degradable biomaterials, composites, scaffold materials for tissue engineering, dental implants, sterilization effects on material properties, metallic alloys, and much more. Each chapter author considers the intrinsic and interactive properties of biomaterials, as well as their appropriate applications and historical contexts. Now in an updated second edition, this book also contains two new chapters on the cornea and on vocal folds, as well as updated insights, data, and citations for several chapters.",Technology & Engineering,676,N/A,0,en
"A Dictionary of the English Language, in which the Words are Deduced from Their Originals ...",Samuel Johnson,N/A,1778,N/A,,970,N/A,0,en
The Virtopsy Approach,"Michael Thali, Richard Dirnhofer, Peter Vock",CRC Press,2009-05-14,"Charred, badly decomposed, or mummified corpses, as well as those restrictions forced upon coroners by certain religious sects, often make autopsies impossible to perform. In addition, lack of manpower among the personnel charged with performing autopsies frequently creates a backlog of cases in the coroner‘s office. This delay increases the likeli",Law,534,N/A,0,en
New Trends in Basic and Clinical Research of Glaucoma: A Neurodegenerative Disease of the Visual System Part A,,Elsevier,2015-11-16,"New Trends in Basic and Clinical Research of Glaucoma: A Neurodegenerative Disease of the Visual System is the latest volume from Progress in Brain Research focusing on new trends in basic and clinical research of glaucoma. This established international series examines major areas of basic and clinical research within neuroscience, as well as emerging subfields. - This well-established international series examines major areas of basic and clinical research within neuroscience, as well as emerging subfields",Science,329,N/A,0,en
Minimizing Incisions and Maximizing Outcomes in Cataract Surgery,"Jorge L. Alió y Sanz, Howard Fine I",Springer Science & Business Media,2010-01-13,"Many ophthalmologists are in the transition from the traditional cataract surgery technique to the new minimally incision cataract surgery (MICS) technique. They are in the need of updated information on how to make this transition smoothly. In this book, world-renowned opinion leaders present up-to-date information on the new and fast-developing trends in cataract surgery. It reflects the state of the art of microincisional cataract surgery with the concept of minimizing incision. It offers all necessary information on the new technology as well as on the surgical technique. Further, it demonstrates how to handle difficult cataract cases as well as new intraocular lenses.",Medical,331,5,2,en
Global Perspectives on Astaxanthin,"Gokare A. Ravishankar, A. Ranga Rao",Academic Press,2021-04-10,"Global Perspectives on Astaxanthin: From Industrial Production to Food, Health, and Pharmaceutical Applications explores the range of practical applications for this molecule, focusing on nutraceutical, pharmaceutical and cosmeceutical products, along with food and feed. This volume brings together the most relevant research, background and future thinking on astaxanthin, focusing on its health benefits. Chapters cover phytopharmaceuticals, industrial production, feeds, downstream processing, regulations, products, color, pigment, cosmetics, bioactive compounds, relationships to other carotenoids, and skin care. The detailed information on its production, processing, utilization and future applications will be of particular use to academic and industry researchers in pharmaceutical sciences, pharmacology and nutrition. - Provides detailed information on astaxanthin, including its production, processing, utilization and future applications - Includes discussion on the commercial analysis procedure - Offers critical analysis on current and potential applications of astaxanthin as contributed by 121 authors from 22 countries in academia, research institutes and industries",Medical,828,N/A,0,en
AFPTRC-TR.,United States. Air Force. Personnel and Training Research Center,N/A,1954,N/A,"Psychology, Vocational",692,N/A,0,en
The Therapist's Notebook for Integrating Spirituality in Counseling I,"Karen B. Helmeke, Catherine Ford Sori",Routledge,2012-12-06,"Learn to initiate the integration of your clients’ spirituality as an effective practical intervention. A client’s spiritual and religious beliefs can be an effective springboard for productive therapy. How can a therapist sensitively prepare for the task? The Therapist’s Notebook for Integrating Spirituality in Counseling is the first volume of a comprehensive two-volume resource that provides practical interventions from a wide range of backgrounds and theoretical perspectives. This volume helps prepare clinicians to undertake and initiate the integration of spirituality in therapy with clients and provides easy-to-follow examples. The book provides a helpful starting point to address a broad range of topics and problems. The chapters of The Therapist’s Notebook for Integrating Spirituality in Counseling are grouped into five sections: Therapist Preparation and Professional Development; Assessment of Spirituality; Integrating Spirituality in Couples Therapy; Specific Techniques and/or Topics Used in Integrating Spirituality; and Use of Scripture, Prayer, and Other Spiritual Practices. Designed to be clinician-friendly, each chapter also includes sections on resources where counselors can learn more about the topic or technique used in the chapter—as well as suggested books, articles, chapters, videos, and Web sites to recommend to clients. Each chapter utilizes similar formatting to remain clear and easy-to-follow that includes objectives, rationale for use, instructions, brief vignette, suggestions for follow-up, contraindications, references, professional readings and resources, and bibliotherapy sources for the client. The first volume of The Therapist’s Notebook for Integrating Spirituality in Counseling helps set a solid foundation and provides comprehensive instruction on: ethically incorporating spirituality into the therapeutic setting professional disclosure building a spiritual referral source through local clergy assessment of spirituality the spirituality-focused genogram using spirituality in couples therapy helping couples face career transitions dealing with shame addiction recovery the use of scripture and prayer overcoming trauma in Christian clients and much more! The Therapist’s Notebook for Integrating Spirituality in Counseling is a stimulating, creative resource appropriate for any clinician or counselor, from novices to experienced mental health professionals. This first volume is perfect for pastoral counselors, clergy, social workers, marriage and family therapists, counselors, psychologists, Christian counselors, educators who teach professional issues, ethics, counseling, and multicultural issues, and students.","Body, Mind & Spirit",313,N/A,0,en
Medical Research in the Veterans' Administration,United States. Veterans Administration,N/A,1966,N/A,Medicine,1124,N/A,0,en
Medical Research in the Veterans' Administration,United States. Congress. House. Committee on Veterans' Affairs,N/A,1971,N/A,Medicine,552,N/A,0,en
The Eye Pt IA,Hugh Davson,Elsevier,2012-12-02,"The Eye, 3rd Edition, Volume lA: Vegetative Physiology and Biochemistry is devoted to the vegetative physiology and biochemistry of the eye. The book reviews significant progress in the anatomy of the eye and its physiological and biochemical aspects, particularly the structure of the tissues concerning the ocular fluid, the flow of aqueous humor, measurement of the intraocular pressure, and the macromolecular composition of the vitreus. This edition is organized into four chapters and begins with an overview of the anatomy of the human eye, paying particular attention to the orbit and adnexa, the eyeball, and motor and supporting apparatus of the eye. The reader is then introduced to the formation of ocular fluid, the structures in immediate contact with it in the ciliary body, and the anatomical aspects of the vascular circulation in the ciliary body. An account of the chemistry of the aqueous humor and factors affecting the intraocular pressure is also given. The book concludes by discussing the structure and function of the vitreus, focusing on the gel vitreus and liquid vitreus, as well as the rheological state and concentration of collagen, NaHA and proteins in the vitreus of various species from humans to frogs. This book is of interest to students and researchers in fields ranging from ocular science to physiology and biochemistry.",Medical,615,N/A,0,en
Whitcup and Nussenblatt's Uveitis,"Scott M. Whitcup, H. Nida Sen",Elsevier Health Sciences,2021-03-31,"Comprehensive and readable, Whitcup and Nussenblatt's Uveitis, 5th Edition, covers every aspect of this complex subspecialty in a single convenient volume. This clinically relevant guide covers the medical, pharmacological, and surgical treatment of uveitis in a visually rich, full-color format, offering a complete overview for today's clinicians. New and updated case studies, key points boxes, and more than 400 images and graphics highlight major clinical points and provide insight into real situations that you can apply in practice. - Features multiple chapters on diagnostic approach to help you meet the challenge of making accurate diagnoses. - Reflects advancements and new developments on all aspects of uveitis including new medical and surgical treatments. - Covers key topics such as the use of PCR in diagnostic testing, cataract surgery in patients with uveitis, the use of OCT in diagnosis and treatment, new infectious causes of uveitis (including Zika and Ebola), and novel treatments for inflammatory eye disease. - Includes new clinical photographs, illustrations, and OCT images throughout. - Reviews new randomized clinical trials of new uveitis therapy, as well as the approach to patients with HIV and HIV-associated ocular diseases including CMV retinitis and immune recovery uveitis. - Provides expanded information on masquerade syndromes with important tips on diagnosis and management of intraocular lymphoma.",Medical,432,N/A,0,en
The Souls of White Jokes,Raúl Pérez,Stanford University Press,2022-07-26,"A rigorous study of the social meaning and consequences of racist humor, and a damning argument for when the joke is not just a joke. Having a ""good"" sense of humor generally means being able to take a joke without getting offended—laughing even at a taboo thought or at another's expense. The insinuation is that laughter eases social tension and creates solidarity in an overly politicized social world. But do the stakes change when the jokes are racist? In The Souls of White Jokes Raúl Pérez argues that we must genuinely confront this unsettling question in order to fully understand the persistence of anti-black racism and white supremacy in American society today. W.E.B. Du Bois's prescient essay ""The Souls of White Folk"" was one of the first to theorize whiteness as a social and political construct based on a feeling of superiority over racialized others—a kind of racial contempt. Pérez extends this theory to the study of humor, connecting theories of racial formation to parallel ideas about humor stemming from laughter at another's misfortune. Critically synthesizing scholarship on race, humor, and emotions, he uncovers a key function of humor as a tool for producing racial alienation, dehumanization, exclusion, and even violence. Pérez tracks this use of humor from blackface minstrelsy to contemporary contexts, including police culture, politics, and far-right extremists. Rather than being harmless fun, this humor plays a central role in reinforcing and mobilizing racist ideology and power under the guise of amusement. The Souls of White Jokes exposes this malicious side of humor, while also revealing a new facet of racism today. Though it can be comforting to imagine racism as coming from racial hatred and anger, the terrifying reality is that it is tied up in seemingly benign, even joyful, everyday interactions as well— and for racism to be eradicated we must face this truth.",Social Science,258,N/A,0,en
Poole's Index to Periodical Literature,,N/A,1882,N/A,Periodicals,760,N/A,0,en
Glaucoma Update II,"G.K. Krieglstein, W. Leydhecker",Springer Science & Business Media,2012-12-06,"The second Committee Meeting of the Glaucoma Society of the International Congress of Ophthalmology was held in Carmel Valley ICalifornia from October 22-27, 1982. Traditionally this meeting was closed and preceded the International Congress of Ophthalmology in San Francisco. A group of roughly 80 experts on glaucoma - active members of the committee and invited guests - exchanged latest scientific experiences on the progress in pathophysiology, diagnosis and treatment of the glaucomas. The aim ofthe meeting was to provide quite informal presentations grouped around main topics and ample, lively discussions. The scientific and local organization was in the hands of Jack Hetherington Jr.lSan Francisco and Stephen M. Drance/Vancouver. It is the sincere wish of the society to express warmest thanks to Valerie Hetherington who took in a most charming and efficient way much of the burden of the local organization. The idea of pre-circulation of all scientific presentations 2-3 months before the meeting to all participants and guests proved to be effective with respect to fruitful and stimulating discussions at the site of the meeting. We thank all participants for their co-operation in sending their manuscripts in time. The society is indebted to Chibret Int. Pharmaceutical Company for generous support of this publication.",Medical,407,N/A,0,en
Dialectic,Joseph F. Rychlak,Karger Medical and Scientific Publishers,1976-04-12,N/A,Language Arts & Disciplines,172,N/A,0,en
Clinical Anatomy and Physiology of the Visual System E-Book,"Lee Ann Remington, Denise Goodwin",Elsevier Health Sciences,2021-06-25,"Providing the ocular anatomy and physiology content needed for a thorough comprehension of this complex field, Clinical Anatomy and Physiology of the Visual System, 4th Edition, offers a solid foundation for recognizing and understanding specific clinical situations and how they relate to anatomic structure. This concise, well-referenced resource covers the clinical anatomy of the eye, its adnexa and visual pathways, and histologic information—the information you need for success in coursework, certification exams, and clinical practice. - Features vivid, full-color illustrations that help you visualize the clinical anatomy of the eye along with the cellular physiology behind diseases and disorders of the visual system. - Emphasizes clinical application throughout, helping you better understand the processes that occur in disease and dysfunction. Clinical Comment sections offer a unique focus on clinical situations, conditions, diseases, and treatments. - Contains new OCT, OCTA, MRI, and CT images that demonstrate clinical views of ocular anatomy. OCT technology is incorporated to describe the retinal layers, newly described anatomical components of the vitreous, corneal and anterior chamber angle anatomy, and the choroidal and retinal vasculature. - Covers current topics such as genes essential in eye development, scleral and choroidal changes occurring with myopia progression, limbal stem cells, age-related macular degeneration and VEGF therapies, and microinvasive glaucoma surgical procedures. - Includes updated concepts and terminology: Edinger Westfall preganglionic cells, sensory innervation to the cornea, knees of Wilbrand, intrinsically photosensitive retinal ganglion cells, and more. - Provides expert coverage by a practicing optometrist, giving you a practical framework for recognizing and understanding clinical situations, problems, and treatments. - Enhanced eBook version included with purchase. Your enhanced eBook allows you to access all of the text, figures, and references from the book on a variety of devices.",Medical,290,N/A,0,en
"Lived Culture and Psychology: Sharedness and Normativity as Discursive, Embodied and Affective Engagements with the World in Social Interaction","Carolin Demuth, Pirkko Raudaskoski, Sanna Raudaskoski",Frontiers Media SA,2020-06-10,"This eBook is a collection of articles from a Frontiers Research Topic. Frontiers Research Topics are very popular trademarks of the Frontiers Journals Series: they are collections of at least ten articles, all centered on a particular subject. With their unique mix of varied contributions from Original Research to Review Articles, Frontiers Research Topics unify the most influential researchers, the latest key findings and historical advances in a hot research area! Find out more on how to host your own Frontiers Research Topic or contribute to one as an author by contacting the Frontiers Editorial Office: frontiersin.org/about/contact.",,175,N/A,0,en
Monthly Bulletin of the New York Free Circulating Library,New York Free Circulating Library,N/A,1895,N/A,,608,N/A,0,en
Good News - Bad News: The Two Faces of Immune Privilege,"Rachel R. Caspi, Joan Stein-Streilein",Frontiers Media SA,2014-11-19,"Immune privilege was once thought to be the property of a few select sites that include the eye, brain, testis, pregnant uterus and (of all things) the hamster cheek pouch, and was believed to be mainly based on sequestration behind blood-tissue barriers. This view has changed. Immune privilege is now considered to constitute a more general phenomenon through which tissues are able to actively direct and control immune responses taking place in their “territory” to preserve their structural and functional integrity in the face of inflammatory processes. These positive aspects of immune privilege can be hijacked by tumors to their survival advantage and to the detriment of the host. This Research Topic dissects the beneficial and deleterious consequences of immune privilege in terms of the cellular and molecular mechanisms that various tissues and tumors use, each in its own fashion, to regulate immune processes that affect them, at the local and the systemic level.",Immunologic diseases. Allergy,110,N/A,0,en
CRC Handbook of Chromatography,Ram N. Gupta,CRC Press,2018-04-19,"These volumes provide a reference source of different gas chro-matographic, liquid chromatographic, or thin-layer chromatographic techniques for the qualitative determination of various therapeutic agents, including antibiotics, vitamins and hormones, drugs of abuse in body fluids, dosage forms, or food stuffs. Over 5000 publi-cations were reviewed to prepare tables of chromatographic data for 800 compounds, arranged alphabetically by generic drug name or by drug groups. A detailed summary of the extraction procedure de-scribed in each publication included in the table of a particular drug is also provided. This easy-to-read handbook is useful for se-lecting an appropriate chromatographic procedure for the determi-nation of a given compound according to the available facilities.",Science,464,N/A,0,en
Clinical Anatomy of the Visual System E-Book,"Lee Ann Remington, Denise Goodwin",Elsevier Health Sciences,2004-11-30,"Taking the place of the multiple texts traditionally needed to cover visual anatomy and physiology, Clinical Anatomy and Physiology of the Visual System, 3rd Edition dramatically lightens your load by providing one book that covers it all! This concise, well-referenced resource contains information on the clinical anatomy of the eye, its adnexa and visual pathways, histologic information, plus newly added content on physiology of the human ocular structures. Vivid illustrations complement the text and provide clinical information on diseases and disorders that represent departures from normal clinical anatomy. - Comprehensive physiology coverage clarifies the integration between structure and function, eliminating your need for multiple books on the anatomy and physiology of the visual system. - An emphasis on clinical application helps you better understand the processes that occur in disease and dysfunction. - Genetic information keeps you current with the latest developments in visual anatomy and physiology. - Full-color illustrations throughout the text enhance your understanding of anatomical and clinical information. - UNIQUE! Clinical Comment sections provide a solid foundation for recognizing and understanding clinical situations, conditions, diseases, and treatments. - Photos of normal eye structures illustrate clinical appearance and demonstrate how appearance is directly related to structure. - Geriatric coverage, including aging changes in ocular tissue and the visual pathway, keeps you up-to-date with the expanding field of geriatric care. - UNIQUE! Expert coverage written by an actual optometrist gives you a practical framework for recognizing and understanding clinical situations, problems, and treatments.",Medical,303,5,1,en
The Outlook,"Lyman Abbott, Hamilton Wright Mabie, Ernest Hamlin Abbott, Francis Rufus Bellamy",N/A,1921,N/A,United States,770,N/A,0,en
The Publishers Weekly,,N/A,1905,N/A,American literature,1782,N/A,0,en
Social Informatics,"Frank Hopfgartner, Kokil Jaidka, Philipp Mayr, Joemon Jose, Jan Breitsohl",Springer Nature,2022-10-11,"This book constitutes the refereed proceedings of the 13th International Conference on Social Informatics, SocInfo 2022, which took place in Glasgow, UK, during October 19-21, 2022. The 22 full papers, 8 short papers, and 4 late breaking papers included in this book were carefully reviewed and selected from 102 submissions. The deal with topics ranging from information-system design on social concepts to analyzing complex social systems using computational methods or explore socio-technical techniques using social sciences methods.",Computers,518,N/A,0,en
Humor in Twentieth-Century British Literature,"Don Lee Fred Nilsen, Ralph Ellison",Greenwood,2000-03-30,Analyzes humor in literary works by British authors of the 20th century and provides extensive bibliographical information.,Literary Criticism,584,N/A,0,en
Textbook of Small Animal Surgery,Douglas H. Slatter,Elsevier Health Sciences,2003-01-01,"This two-volume masterwork offers explicit guidelines for evaluating patients, selecting the right operation, and implementing clinically proven procedures. It covers major topics relevant to the field such as oncology, ophthalmology, dentistry, the nervous system, the urinary and reproductive systems, and more. The up-to-date 3rd edition features an increased emphasis on decision-making algorithms and high-quality images that depict relevant anatomy, diagnostic features, and sequential steps in operative procedures. Expanded, detailed coverage assists the reader with learning and applying the latest surgical techniques. Contributors from three different continents and 17 countries, outstanding in their fields, lend a global perspective to the work. Extensive, high-quality illustrations aid the reader in clear visualization of techniques, instrumentation, and diagnosis. References for each chapter direct the reader to further sources of information. An appendix of normal laboratory values for the dog and cat put this essential information within easy reach. A cardiopulmonary resuscitation algorithm is printed on the inside front cover for quick and easy reference. A quick guide to evaluation and initial stabilization of life-threatening cardiopulmonary complications is printed on the inside back cover for immediate access to crucial information. The section on critical care has been expanded to include more complete information. 10 new section editors and 146 new contributors bring new insight to topics in their areas of expertise. 38 new chapters, including a chapter on arthroscopy, reflect current knowledge and advances. Detailed coverage of surgery techniques present explicit, easy-to-follow guidelines and procedures. An increased emphasis on decision-making algorithms makes the book even more clinically useful. Each chapter has been thoroughly revised, providing the most comprehensive scope of coverage for each topic.",Medical,2828,4.5,6,en
"General Catalogue of the Books Except Fiction, French, and German, in the Public Library of Detroit, Mich",Detroit Public Library,N/A,1904,N/A,"Catalogs, Dictionary",960,N/A,0,en
The Judge,,N/A,1922,N/A,American wit and humor,920,N/A,0,en
"Interactivity, Game Creation, Design, Learning, and Innovation","Anthony Brooks, Eva Irene Brooks",Springer Nature,2020-07-27,"This book constitutes the refereed post-conference proceedings of two conferences: The 8th EAI International Conference on ArtsIT, Interactivity and Game Creation (ArtsIT 2019), and the 4th EAI International Conference on Design, Learning, and Innovation (DLI 2019). Both conferences were hosed in Aalborg, Denmark, and took place November 6-8, 2019. The 61 revised full papers presented were carefully selected from 98 submissions. The papers represent a forum for the dissemination of cutting-edge research results in the area of arts, design and technology, including open related topics like interactivity and game creation.",Computers,796,N/A,0,en
"Poole's Index to Periodical Literature: Rev. ed., 1802-1881 (2 v.)",William Frederick Poole,N/A,1882,N/A,Periodicals,760,N/A,0,en
"Poole's Index to Periodical Literature: pt. 1. A-J, 1802-1881","William Frederick Poole, William Isaac Fletcher",N/A,1882,N/A,Periodicals,762,N/A,0,en
An Index to Periodical Literature,"William Frederick Poole, William Isaac Fletcher",N/A,1882,N/A,Indexes,1484,N/A,0,en
Clinical Ocular Pharmacology,Jimmy D. Bartlett,Elsevier,2013-10-22,"Clinical Ocular Pharmacology, Second Edition covers the diagnostic and therapeutic clinical procedures in the administration of drugs to the eye. This book is organized into five parts encompassing 35 chapters that evaluate the basic pharmacologic principles that govern the different types of ophthalmic drugs. It addresses the pharmacologic agents useful in the diagnosis and treatment of ocular diseases. Some of the topics covered in the book are the basic science of ocular pharmacology; clinical administration of ocular drugs; drugs affecting the autonomic nervous system; types of local anesthetics; review of anti-inflammatory drugs; and examination of inhibitors of aqueous formation. Other parts deal with the development of contact lens solution in clinical practice and the pharmacologic management of strabismus. These topics are followed by discussions of the legal basis of using drugs in optometry and the systemic effects of ocular drugs. The concluding part is devoted to the diseases of the optic nerve. The book can provide useful information to doctors, optometrists, pediatricians, students, and researchers.",Medical,948,5,1,en
"Catalogue of the Free Public Library of Lynn, Mass. Established 1862","Free Public Library (Lynn, Mass.)",N/A,1885,N/A,Library catalogs,570,N/A,0,en
The Shakespeare Association Bulletin,Shakespeare Association of America,N/A,1924,"Includes list of members, v. 1, 3-",Electronic journals,1034,N/A,0,en
Positive leadership and worker well-being in dynamic regional contexts,"Martijn Burger, Martine J. H. Coun, Jol Stoffers, Steven Van Den Heuvel, Thomas Van Waeyenberg, Arne Vanderstukken",Frontiers Media SA,2024-01-19,N/A,Science,173,N/A,0,en
"Author and Title List, 1896",San Jose (Calif.). Free Public Library,N/A,1896,N/A,Bibliography,236,N/A,0,en
"Catalogue of the Public Library, Winchester, Mass. 1892","Winchester Public Library (Winchester, Mass.)",N/A,1892,N/A,Library catalogs,578,N/A,0,en
Handbook of Basic and Clinical Ocular Pharmacology and Therapeutics,"Sunny Ohia, Najam Sharif",Academic Press,2022-07-26,"Handbook of Basic and Clinical Ocular Pharmacology and Therapeutics provides a review of the basic anatomy, physiology, biochemistry and pathology of the eye with a focus drug therapy, drug delivery and use of therapeutic medical miniature devices. An understanding of the pharmacological actions of drugs acting on the eye requires the student and health care practitioner to learn additional principles in basic and clinical sciences that are unique to this organ. As a sensory organ, the eye is relatively inaccessible to the systemic circulation due to the blood-vitreous, blood-aqueous and blood-retinal barriers. Consequently, the administration of drugs for therapeutic effects in the eye necessitates an understanding of physico-chemical properties of the molecules and pharmacokinetic principles involved in the access to its site of action via topical, intracameral and intravitreal administration. This book includes information on the general principles of pharmacokinetics and pharmacodynamics of drugs as it pertains to the eye and in combating ocular disorders and diseases. Using a disease-themed approach, the book discusses basic and clinical pharmacological principles involved in the therapy of these diseases including the ocular side effect of systemically-administered drugs, drugs used in ophthalmic surgery and miscellaneous agents, the therapeutic utility of biologics, drug conjugates, combination products, gene and cellular therapy are also covered. Handbook of Basic and Clinical Ocular Pharmacology and Therapeutics is useful as a primary and secondary source of reference for up-to-date information about the pharmacological mechanisms of action, pharmacokinetics, side effects, drug-drug interactions and therapeutic indications of drugs for pharmacologists, pharmaceutical scientists, students in the health care disciplines (nursing, pharmacy, optometry, medical), and practitioners in optometry and ophthalmology. - Explains the mechanisms of action, side-effects and therapeutic uses of drugs, biologics, miniature devices, gene and cellular therapies for the eye - Provides a comprehensive review of the anatomy, physiology, biochemistry, pharmacology, microbiology, genetics and pathology of parts of the eye involved in drug therapy to combat eye disorders and diseases - Explores the pharmacological and clinical basis of drugs, drug conjugates, combination products used in the treatment of anterior and posterior segment diseases",Medical,673,N/A,0,en
Encyclopedia of Library and Information Science,Allen Kent,CRC Press,2000-05-19,Adsorption of Information Technology to Software Reliability.,Language Arts & Disciplines,370,N/A,0,en
International Index,,N/A,1962,N/A,Humanities,1180,N/A,0,en
The 9.5mm Vintage Film Encyclopaedia,Patrick Moules,Troubador Publishing Ltd,2020-07-28,"Written in both English and French, The 9.5mm Vintage Film Encyclopaedia provides a single-volume, comprehensive catalogue of all known 9.5mm film releases, including: Films: Comprising 12,460 individual entries, this A-Z reference index provides the main listing for each film and its origin where known, along with additional information including cast and crew, and cross references to other relevant material. People: This index of all known actors and film crew, comprising over 12,000 names, provides a listing which is cross referenced to the main entry for each original film they worked on. Numbers: Pathé-Baby/Pathéscope and other distributors’ catalogue numbers, film length, release dates (where known) and the series in which the films were organised, are set out in detail. With a foreword from eminent film historian and filmmaker, Keith Brownlow, this extensively researched text explains the importance of the 9.5mm film, from its beginnings in the early 1920s to becoming synonymous with Home Cinema throughout Europe. Readers will also find a brief technical explanation on how 9.5mm films were produced, along with relevant images.",Performing Arts,1152,N/A,0,en
Catalogue of the Apprentices' Library,General Society of Mechanics and Tradesmen of the City of New York. Library,N/A,1874,N/A,Libraries,584,N/A,0,en
The American Naturalist,,N/A,1876,N/A,Natural history,794,N/A,0,en
One Hundred Choice Selections,Phineas Garrett,N/A,1911,N/A,Literature,248,N/A,0,en
Appleton's Magazine,,N/A,1904,N/A,,1002,N/A,0,en
Index Medicus,,N/A,1919,N/A,Medicine,1216,N/A,0,en
One Hundred Choice Selections,,N/A,1920,N/A,Readers,266,N/A,0,en
Classic Dialogues and Dramas,Mrs. J. W. Shoemaker,N/A,1923,N/A,Dialogues,168,N/A,0,en
