Title,Authors,Publisher,Published Date,Description,Categories,Page Count,Average Rating,Ratings Count,Language
"Twenty-five Year Record, Class of Ninety-three, Yale College",Yale University. Class of 1893,N/A,1918,N/A,,506,N/A,0,en
"Twenty-fifth Anniversary Report, 1895-1920",Harvard College (1780- ). Class of 1895,N/A,1920,N/A,,944,N/A,0,en
Report,Harvard University. Class of 1895,N/A,1920,N/A,,942,N/A,0,en
Detained in France,Agnes Giberne,N/A,1871,N/A,,388,N/A,0,en
The I'm Grand Mamual,"PJ Kirby, Kevin Twomey",Gill & Macmillan Ltd,2023-10-12,"PJ Kirby and Kevin Twomey are two Mammy's boys from Cork who are always up for a skit. In The I'm Grand Mamual, they take well-worn expressions that their mams have always said, and share hilarious and heart-warming stories from their lives where these sayings have rung true – from schooldays to holidays, coming out to going out, and sustainable thrifting to end-of-night shifting. The I'm Grand Mamual is a big-sisterly companion for taking life in your stride. Mam might always know best – but Kevin and PJ will show you the rest!",Humor,177,N/A,0,en
Standard Photo Messenger,,N/A,1915,N/A,,32,N/A,0,en
Design of Assistive Technology for Ageing Populations,"Andree Woodcock, Louise Moody, Deana McDonagh, Ajita Jain, Lakhmi C. Jain",Springer Nature,2019-11-20,"This book focuses on various aspects of research on ageing, including in relation to assistive technology; dignity of aging; how technology can support a greater understanding of the experience of physically aging and cognitive changes; mobility issues associated with the elderly; and emerging technologies. The 80+ age group represents an expanding market, with an estimated worth of £21.4 billion a year. Everyone is affected by this shift in demographics – we are getting older and may become carers – and we need to prepare ourselves and adjust our surroundings for longer life. Products, services and environments have been changing in response to the changing population. Presenting international design research to demonstrate the thinking and ideas shaping design, this book is a valuable resource for designers; product developers; employers; gerontologists; and medical, health and service providers; as well as everyone interested in aging.",Technology & Engineering,376,N/A,0,en
The Second Son,Edgar Wallace,N/A,1925,N/A,,22,N/A,0,en
Baily's Magazine of Sports and Pastimes,Tresham Gilbey,N/A,1871,N/A,Recreation,438,N/A,0,en
Seattle Grade Teacher,,N/A,1928,N/A,,220,N/A,0,en
Living Slower,Merissa A. Alink,Baker Books,2022-04-12,"In an increasingly complex and chaotic world, we yearn to live a little slower, a little simpler. For popular lifestyle blogger Merissa A. Alink, living slower has enabled her to eat healthier, develop stronger relationships with her friends and family, save money by spending less, and have more Òin-real-lifeÓ time with her kids instead of more screen time. It has given her family more time to plant gardens, can produce, and sit down to wholesome, home-cooked meals. It has allowed her to do what is needed rather than what is expected. Now she shares the secrets to living a simpler, slower life with anyone who is tired of feeling anxious, frenzied, or disconnected from the natural rhythms of life. She helps you reevaluate your priorities, seek God first, and take small steps toward a life more in line with your values, including decluttering to create space in your home and your mind, making simple and healthy meals, taking a weekly Sabbath, limiting the influence of media, and taking time to nurture your most important relationships.",Religion,146,N/A,0,en
Title News,,N/A,1966,Includes proceedings of the association's annual convention.,Land titles,588,N/A,0,en
Annual Report of the Minnesota State Horticultural Society,Minnesota State Horticultural Society,N/A,1891,N/A,Fruit-culture,346,N/A,0,en
IELTS Practice Exams (with Online Audio),Lin Lougheed,Barrons Educational Services,2020-11-03,"This newly updated edition of IELTS Practice Exams with online audio prepares test takers for success on the IELTS, an English competency test that’s recognized by more than 9,000 organizations in over 145 countries. The program presents: Six full-length Academic Module IELTS practice exams with answers and explanations Six full-length General Training Module IELTS practice exams with answers and explanations Audio prompts for all of the tests' listening modules Sample responses for the writing and speaking modules Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product.",Foreign Language Study,469,N/A,0,en
Baily's Magazine of Sports & Pastimes,,N/A,1871,N/A,,504,N/A,0,en
Cassell's Little Folks,,N/A,1915,N/A,Children's periodicals,658,N/A,0,en
Weekly Philatelic Gossip,,N/A,1925,N/A,Postage stamps,1234,N/A,0,en
Stories of Teacher Authenticity,PeacheyPublications,PeacheyPublications Ltd,2023-05-08,"This book is a wonderful collection of 20 stories from teachers around the world. Each one describes how they try to be genuine in their interactions with their students and how they try to model the practices they promote. The stories come from teachers of all levels, ages and grades. The book displays the wide range of diversity that exists in both the classrooms and the way teachers approach their profession around the world. Edited by Adelina binte Asmawi George M Jacobs Guo Qingli Willy A Renandya Foreword by Alan Maley",Education,104,N/A,0,en
The Really Useful Primary Languages Book,"Jayne Wright, Alison Taylor",Routledge,2016-07-15,"The Really Useful Primary Languages Book is an easily accessible guide, full of handy resources and activities which are perfect to dip into for enjoyable, engaging and ultimately effective language lessons. Providing principles, approaches and ideas to help bring the teaching of languages to life in your classroom, this highly practical book will be essential reading for the development of children’s language skills across Key Stage 2. With examples of practice included throughout, the book covers key topics such as: principles of good planning mixed age classes developing skills such as literacy and oracy phonics grammar storytelling, poems and songs using language games and activities activities for developing reading skills supporting children’s writing integrating learning a language with daily routines cross-curricular language learning peer and self-assessment involving parents in language work at school. The experienced author team draws upon their own personal teaching experience, coupled with knowledge of primary best practice and government guidance, to ensure that The Really Useful Primary Languages Book is a stimulating resource to help busy teachers, trainee teachers and teaching assistants to develop their own effective teaching style.",Education,249,N/A,0,en
The Sketch,,N/A,1896,N/A,,610,N/A,0,en
American Pigeon Journal,,N/A,1917,N/A,Pigeons,848,N/A,0,en
"Success with Flowers, a Floral Magazine",,N/A,1890,N/A,Floriculture,752,N/A,0,en
The American Flint,,N/A,1938,N/A,Glassworkers,750,N/A,0,en
Successful Social Articles into Adulthood,Siobhan Timmins,Jessica Kingsley Publishers,2018-08-21,"The first book to explain how to use an adult form of Social StoriesTM to support autistic young adults. It focuses on some of the most common issues that arise as they enter the adult world, such as applying for a job, looking after physical and mental health, and staying safe in a new home. Siobhan Timmins explores what can lead to particularly problematic situations, and shows how to construct effective stories that can enlarge understanding and reshape thinking to help young adults with autism approach the world in a confident and constructive way. The stories engage with the various stages of applying for a job, adjusting to a work environment, maintaining physical and mental health, and staying safe. Along with the sample stories are explanations of how to create your own story to develop further understanding and draw connections between each story and the issues they explore. From practical skills such as dressing for an interview, to identifying emotions and recognising symptoms of depression, this book takes Social StoriesTM a major step further and adapts them to the realities of adult life.",Education,210,N/A,0,en
Health Culture,,N/A,1916,N/A,,656,N/A,0,en
Before I Forget,Albert Chevalier,N/A,1902,N/A,Actors,398,N/A,0,en
Girling Up,Mayim Bialik,Penguin,2019-05-14,"Mayim Bialik, Jeopardy! host and star of The Big Bang Theory, puts her Ph.D. to work as she talks to teens about the science of growing up and getting ahead. A must-have book for all teenage girls. Growing up as a girl in today’s world is no easy task. Juggling family, friends, romantic relationships, social interests and school…sometimes it feels like you might need to be a superhero to get through it all! But really, all you need is little information. Want to know why your stomach does a flip-flop when you run into your crush in the hallway? Or how the food you put in your body now will affect you in the future? What about the best ways to stop freaking out about your next math test? Using scientific facts, personal anecdotes, and wisdom gained from the world around us, Mayim Bialik, the star of The Big Bang Theory, shares what she has learned from her life and her many years studying neuroscience to tell you how you grow from a girl to a woman biologically, psychologically and sociologically. And as an added bonus, Girling Up is chock-full of charts, graphs and illustrations -- all designed in a soft gray to set them apart from the main text and make them easy to find and read. Want to be strong? Want to be smart? Want to be spectacular? You can! Start by reading this book. Praise for Girling Up: ""Bialik is encouraging without being preachy . . . many teens will be drawn to this engaging and useful book."" --Booklist ""Ultimately, the author stresses that 'Girling Up' does not end with adulthood—it is a lifelong journey. Thanks to Bialik, readers have a road map to make this trip memorable."" --School Library Journal ""Written in conversational style . . . the tone remains understanding, supportive, and respectful of the reader’s individuality throughout the text."" --VOYA",Young Adult Nonfiction,193,N/A,0,en
Proceedings of the Annual Convention ...,Minnesota Dairyman's association,N/A,1898,N/A,Dairying,328,N/A,0,en
Union Pacific Employes' Magazine,,N/A,1888,N/A,Railroads,398,N/A,0,en
Grand Central Arena,Ryk Spoor,Histria Books,2024-12-17,"It was supposed to be a simple test flight, one that pilot Ariane Austin was on only as a last-ditch backup; intelligent, superhumanly fast automation would handle the test activation and flight of humanity's first faster-than-light vessel. But when the Sandrisson Drive activated, every automated system crashed, the nuclear reactor itself shut down, and only the reflexes and training of a racing pilot saved the test vessel Holy Grail from crashing into the impossible wall that had appeared before them, a wall which is just part of a monstrous enclosure surrounding a space 20,000 kilometers across. With all artificial intelligences inert and their reactor dead, they had to find some other source of power to reactivate the Sandrisson Drive and - hopefully - take them home.And that was only the beginning. As Ariane, Dr. Simon Sandrisson, darkly enigmatic power engineer Marc C. DuQuesne, and the rest of the Holy Grail's crew explore the immense artifact, they discover that they are not alone; they have entered a place the alien inhabitants call ""The Arena"", and there is no way out without joining one of the alien factions...or winning recognition as a faction in their own right, playing by the Arena's rules - and by the Arena's rules, one failed challenge could mean death or worse - perhaps for the entire human race. Surrounded by alien factions, each with its own secret plans and motivations, some wielding powers so strange as to be magical, Ariane sets out to beat the Arena at its own game. With DuQuesne's strategies, Sandrisson's genius, and her own unyielding determination, she's going to bring the Holy Grail home - even if she has to beat every faction in the Arena to do it!",Fiction,338,N/A,0,en
Norfolk and Western Magazine,Norfolk and Western Railway Company,N/A,1935,N/A,Railroads,546,N/A,0,en
LEARN ENGLISH our universal language,Rashmeen Majahar Mulla,Blue Rose Publishers,2023-01-28,"This book is for those whose mother tongue or native language are different from English. In this book I have tried to do just that is to improve your English speaking skills. After reading this book you will feel much more confidents and better equipped at speaking better English. The book contains 100 days and each day is given in a detailed manner so that you get the full knowledge about the given topic. Book also contains vocabulary, idioms, grammar parts, fiction and nonfiction stories, informational essays and many more related to english speaking skills. They may help you in practicing correct and fluent English. Practicing is the first step for fluency. So follow properly and keep practicing and keep growing..",Education,524,N/A,0,en
Baba's Story,Mirjana Vincic Katic,FriesenPress,N/A,"To Mitra Milutinovic, family is everything. After taking a fall in her family home, ninety-year-old Mitra decides to uproot herself for the last stage of her life and move into Maple Retirement Place. Though her family is devasted, they respect the matriarch of their family and help her with this new transition. Mitra slowly begins to settle into her environment as her great-granddaughter, Sofija, visits Mitra every week, not satisfied that her partner-in-crime has left her home. Sofija begins to reflect on their conversations and decides to write her baba’s biography. Each visit brings more questions about Mitra’s childhood in the former Yugoslavia and the love story of her great-grandparents, leading to night-long conversations about the difference in generational traditions. While Mitra delves into her past, images of her husband, Petar, and the life they made for themselves in this new country flood her memory. Though longing to be with him, she is determined to focus on her new family at Maple Retirement Place while keeping a watchful eye on her children. Yet, when a sudden illness rocks the foundation of her family, Mitra’s faith is shaken. She prays that the strength and love she and Petar created as a family will reach beyond her children's generations to comfort the next. Baba's Story celebrates Mitra's immigration to Canada and how the next generations of her family flourish in the country she now calls home.",Fiction,275,N/A,0,en
Adults: A Sourcebook,"Joel Fischer, Kevin J. Corcoran",Simon and Schuster,1994,"Now, this updated and expanded two-volume edition of Fischer and Corcoran's standard reference enables professionals to gather this vital information easily and effectively. In Measures for Clinical Practice, Volume 1: Couples, Families and Children and Volume 2: Adults, Joel Fischer and Kevin Corcoran provide an extensive collection of over 320 ""rapid assessment instruments"" (RAIs), including questionnaires and scales, which assess virtually any problem commonly encountered in clinical practice. All instruments are actually reprinted in the book, and are critiqued by the authors to aid in their selection. The instruments included are brief and easy to administer and will be useful for all types of practice and all theoretical orientations.",Medical,776,N/A,0,en
I Am Bored and I Am Tired of It!!,Monique Myers LCSW,Balboa Press,2014-05-19,"Do you find yourself asking, Why am I unhappy? What is missing in my life? Why do I feel bored all the time? Every day, people want to make changes in their lives, but they never do. They continue to struggle with making the same choices and mistakes over and over again. Boredom creeps into their lives, and they lose their purpose and forget what makes them happy. This can change by taking control and responsibility for your life. As you read, I Am Bored and I Am Tired of It!, you will discover how your negative and irrational thoughts and behaviors stop you from having the life that you dream about. By making some changes and getting to know yourself better, you can have the exciting and purposeful life you have always wanted. Boredom does not have to control your life and stop you from living. So stop being bored and unhappy and start moving forward in the life that will give you meaning, happiness, and purpose",Self-Help,116,N/A,0,en
The Chautauquan,,N/A,1891,N/A,,848,N/A,0,en
10 Time-Saving Tips for Busy Parents,Magdalena Battles,Whitaker House,2021-04-13,"Manage Your Time to Maximize Your Joy Searching for some practical steps to a smoother, simpler, more organized life? Look no further than this practical guide from author and parenting expert Dr. Magdalena Battles. Packed with personal examples of tried-and-true methods of saving time and maximizing your potential, 10 Time-Saving Tips for Busy Parents will inspire and equip you to take charge of your schedule and transform your life, your home, and your family for the better. Who of us hasn’t wasted time searching for lost items, scrolling social media, nagging our children to do their chores, or wandering the grocery store in search of items we should have put on a list? The regret and stress caused by squandered time is a burden for many families, but it doesn’t have to plague yours any longer. With the advice and wisdom of Dr. Battles, you can streamline your schedule, stop wasting precious time, and start seizing every moment with energy and joy. No matter your age or the age of your children, it isn’t too late to take charge of your schedule and set up routines that will save you time—and preserve your sanity!",Self-Help,177,N/A,0,en
Journal of the Northamptonshire Natural History Society and Field Club,,N/A,1891,N/A,Natural history,358,N/A,0,en
Wisconsin Horticulturist,,N/A,1896,N/A,Fruit-culture,898,N/A,0,en
The Homestead,,N/A,1923,N/A,Home economics,1498,N/A,0,en
Praying 101 for Men,Dottie Randazzo,Lulu.com,2007-08-01,"Finally, a book that has been created specifically with men in mind. The prayers in this book contain the powerful ingredients of wisdom, strength and courage.",Religion,103,N/A,0,en
Ladies' Home Companion,,N/A,1926,N/A,,1030,N/A,0,en
Vanity Fair,Frank Crowninshield,N/A,1933,N/A,,1000,N/A,0,en
Praying 101 for Kids & Teens,Dottie Randazzo,Lulu.com,2007-08-01,"Finally, a book that has been created specifically with kids & teens in mind. The prayers in this book contain the powerful ingredients of wisdom, strength and courage.",Religion,103,N/A,0,en
Treasury...,Anthony Charles Deane,N/A,1909,N/A,,742,N/A,0,en
Christian Home Educators' Curriculum Manual,Cathy Duffy,N/A,1990-05,N/A,Religion,196,N/A,0,en
"My Youth Romantic Comedy Is Wrong, As I Expected, Vol. 7 (light novel)",Wataru Watari,Yen Press LLC,2019-06-25,"A LONER'S SOCIAL LIFE SHOULDN'T BE THIS COMPLICATED, RIGHT? Excitement is building among the students for the big overnight trip to Kyoto-a school event rife with potential for both budding romance and traumatic memories. And sure enough, right before they leave, the Service Club has a surprising visitor who asks for romantic advice. Unfortunately, this may conflict with a request from someone else before the trip...and Hachiman is finding it harder and harder to stay out of the growing web of relationships in his class.",Comics & Graphic Novels,255,N/A,0,en
Great Eastern Railway Magazine,London and North Eastern Railway,N/A,1915,N/A,Railroads,398,N/A,0,en
Report of Proceedings ... Annual Meeting of the Wood Preservers' Association,,N/A,1916,N/A,Wood,1464,N/A,0,en
Proceedings of the ... Annual Meeting of the American Wood-Preservers' Association,American Wood-Preservers' Association,N/A,1916,List of members in each vol. (except v. 2).,Wood,490,N/A,0,en
Ask Amy Green,Sarah Webb,Candlewick Press,2011,"Thirteen-year-old Amy is spending a miserable two weeks on a tiny Irish island with feuding relatives when she and her seventeen-year-old Aunt Clover, with whom she writes an advice column, get sent to Miami, Florida.",Juvenile Fiction,289,N/A,0,en
Congressional Record,United States. Congress,N/A,1944,"The Congressional Record is the official record of the proceedings and debates of the United States Congress. It is published daily when Congress is in session. The Congressional Record began publication in 1873. Debates for sessions prior to 1873 are recorded in The Debates and Proceedings in the Congress of the United States (1789-1824), the Register of Debates in Congress (1824-1837), and the Congressional Globe (1833-1873)",Law,1444,N/A,0,en
Science,,N/A,1928,N/A,Science,834,N/A,0,en
Tatler,,N/A,1916,N/A,,634,N/A,0,en
Dearborn Independent,,N/A,1925,N/A,,36,N/A,0,en
Novices' Gleanings in Bee Culture,,N/A,1889,N/A,Bee culture,572,N/A,0,en
A Woman's Guide to Claiming Space,Eliza VanCort,Berrett-Koehler Publishers,2023-02-21,"For too long, women have been told to confine themselves-physically, socially, and emotionally. Eliza VanCort says now is the time for women to stand tall, raise their voices, and claim their space. Women fight the pressure to make themselves small in private, professional, and public spaces. VanCort, a teacher, consultant, and speaker, provides the necessary tools for women to rewrite the rules and create the stories of their choosing safely and without apology. VanCort identifies the five key behaviors of all Space-Claiming Queens: use your voice and posture to project confidence and power, end self-sabotage, forge connections, neutralize unsafe spaces, and unite across differences. Through personal narrative, research, and actionable strategies, VanCort provides how-tos on combating challenges, such as antimentors and microaggressions, and gives advice for building up your old girls club, asking for what you're worth, and owning your space without apology. Bold, fun, and enlightening, this book is birthed from VanCort's incredible story. Having a mother with schizophrenia forced VanCort to learn to be small and invisible at an early age, and suffering a traumatic brain injury as an adult required her to rethink communication from the ground up. Drawing on these experiences, and those of real women everywhere, VanCort empowers women to claim space for themselves and for their sisters with courage, empathy, and conviction because when we rise together, we rise so much higher.",Self-Help,342,N/A,0,en
Life Amongst the Modocs,Joaquin Miller,N/A,1873,N/A,Social Science,414,N/A,0,en
The Urologic and Cutaneous Review,,N/A,1926,N/A,Dermatology,810,N/A,0,en
The Vanished Messenger,E. Phillips Oppenheim,1st World Publishing,2005-10,"Purchase one of 1st World Library's Classic Books and help support our free internet library of downloadable eBooks. Visit us online at www.1stWorldLibrary.ORG - - There were very few people upon Platform Number Twenty-one of Liverpool Street Station at a quarter to nine on the evening of April 2 - possibly because the platform in question is one of the most remote and least used in the great terminus. The station-master, however, was there himself, with an inspector in attendance. A dark, thick-set man, wearing a long travelling ulster and a Homburg hat, and carrying in his hand a brown leather dressing-case, across which was painted in black letters the name MR. JOHN P. DUNSTER, was standing a few yards away, smoking a long cigar, and, to all appearance absorbed in studying the advertisements which decorated the grimy wall on the other side of the single track. A couple of porters were seated upon a barrow which contained one solitary portmanteau. There were no signs of other passengers, no other luggage. As a matter of fact, according to the time-table, no train was due to leave the station or to arrive at it, on this particular platform, for several hours.",Fiction,366,N/A,0,en
Vignettes of a Wonderful Life!,Ralph Palmer,WestBow Press,2011-10-28,"Vignettes of a Wonderful Life is a true love story of the fascinating and exciting lifetimes of two Christians in love with each other and with God. It provides brief and often funny glimpses of the Palmers lives from adventures as children in the 1920sinvolving rattlesnakes, bears, and pumasto our present space age. It includes their romance and marriage, plus wryly humorous and profoundly difficult times during the Great Depression, military service in World War II, and mission work among Native Americans and Chinese immigrants, as well as time spent as overseas missionaries on the island of Jamaica and in Japan. Their stories include service as educators, speakers, pastoral ministers, executives in higher education, in regional work, and in the Disciples Mission Board.",Religion,420,N/A,0,en
National Harness Review,,N/A,1906,N/A,Harnesses,856,N/A,0,en
House & Garden,,N/A,1918,N/A,"Architecture, Domestic",1046,N/A,0,en
Wild Life Magazine,,N/A,1924,N/A,Fishing,352,N/A,0,en
Forest and Stream,,N/A,1921,N/A,Birds,618,N/A,0,en
SPY THRILLERS - Boxed Set,"James Fenimore Cooper, John Buchan, William Le Queux, Talbot Mundy, Arthur Conan Doyle, Joseph Conrad, Erskine Childers, George Barton, Robert W. Chambers, Fred M. White, Robert Baden-Powell, John R. Coryell, E. Philips Oppenheim",Good Press,2023-11-18,"The 'SPY THRILLERS - Boxed Set' represents a seminal collection that traverses the thrilling landscape of espionage and intrigue, brought alive by a diverse group of authors whose works are emblematic of the genres evolution. The anthology boasts a rich tapestry of narratives that range from the foundational tales of adventure and spy fiction to sophisticated stories of political intrigue and psychological drama. The selections showcase the breadth and depth of the spy thriller genre, highlighting its capability to reflect societal concerns and the complexity of geopolitical realities. Among these stories, readers will find pioneering works that have defined and expanded the boundaries of the spy thriller genre. The contributing authors, including giants like Arthur Conan Doyle and Joseph Conrad, each bring a unique voice and perspective to the anthology, enriching it with their distinct literary styles and backgrounds. Their collective works span the golden age of spy literature, aligning with and contributing to various cultural and literary movements of their times. The anthology serves not just as a collection of thrilling narratives but as a window into the historical and cultural contexts that shaped these stories, offering insights into the anxieties and aspirations of the periods in which they were written. 'Readers seeking to delve into the world of espionage and intrigue will find 'SPY THRILLERS - Boxed Set' an invaluable addition to their collection. This anthology not only provides an expansive overview of the genre but also invites readers to explore the interplay between different authors' approaches to spy fiction. It is an essential volume for those interested in understanding the evolution of spy thrillers and appreciating the nuanced perspectives that have contributed to its enduring appeal. The anthology promises not only to educate but to engross, offering a multifaceted experience through the lens of legendary authors whose stories have stood the test of time.",Fiction,13278,N/A,0,en
How to Be a Healthy Human,Emma Tekstra,Simon and Schuster,2024-06-04,"Learn the truth about the healthcare industry, how little your genes influence your health, the real impact of lifestyle and daily toxin exposure, and how to shift the paradigm. Trust in the medical profession is at an all-time low. The healthcare industry is worth trillions of dollars and growing exponentially, but people in general are getting sicker. Many of us are suffering from chronic illnesses, unwanted weight gain, cardiovascular complications, and mental health problems. So are our children. There is a better way. Emma Tekstra uses her unique perspective as an actuary and thirty-year veteran of the employee health and benefits industry to outline how anyone can take control of their health by understanding the three major categories of ill health (infectious disease, chronic conditions, and mental health) and how they are all intimately connected. Inside How to Be a Healthy Human, you’ll receive practical guidance and discover: A simple approach to nutrition, The symbiotic interaction of humans with nature and with microbes, A new way of thinking about disease and diagnoses, A fresh outlook on mental health and neurological conditions, A recipe for healthy aging, Resources, further reading, food hacks, and much more! How to Be a Healthy Human is full of practical advice anyone can use to obtain vibrant health and vitality.",Health & Fitness,246,N/A,0,en
Well-Being and Success For University Students,"Jana Koci, Stewart I. Donaldson",Taylor & Francis,2023-12-20,"Well-Being and Success for University Students: Applying PERMA+4 is grounded in the science of well-being and positive psychology and teaches students how to strengthen their health and well-being, as well as to make their study journey more enjoyable and successful. Higher education has changed dramatically during the last few years, and given the massive growth of mental health challenges among students, universities and faculty have recognized the need to help students to strive, not only survive. Universities have a great potential and responsibility to promote the well-being of their students. This book provides students with information, motivation, and skills to build their own unique well-being and helps colleges to produce more well-being in the university culture. Students and faculty will be introduced to PERMA+4, an evidence-based framework for enhancing well-being and positive functioning, including academic performance. This book emphasizes practical applications of findings from the best available research to have students learn several steps they can take to strengthen their well-being and academic performance. Individual chapters talk about popular topics of positive psychology such as positive emotions, engagement, relationships, meaning, achievement, physical health, mindset, environment, and economic security. Each chapter summarizes the knowledge on specific topics, invites students to assess their well-being in the particular life domain, and encourages them to explore and try activities and evidence-based interventions to learn how to care for their own mental and overall health. This book not only serves as a guide for students but also as a useful tool for professors seeking to enhance their courses and programs with well-being promotion and student wellness centers across the world.",Education,266,N/A,0,en
Forum,,N/A,1982,N/A,,60,N/A,0,en
What I Want to Talk About,Pete Wharmby,Jessica Kingsley Publishers,2022-09-21,"'This book isn't a memoir. It is a love letter to the phenomenon of autistic hyperfixation.' In What I Want to Talk About popular autism advocate Pete Wharmby takes readers on a journey through his special interests, illuminating the challenges of autistic experience along the way. Funny, revealing, celebratory and powerful in equal measure, this is a book that will resonate with many, and which should be required reading for anyone who wants to understand autism with more accuracy and empathy.",Family & Relationships,222,5,1,en
The American Stationer and Office Outfitter,,N/A,1918,N/A,Stationery trade,1158,N/A,0,en
American Stationer and Office Manager,,N/A,1918,N/A,,932,N/A,0,en
Don Rosa Classics: The Complete Pertwillaby Papers,Don Rosa,dani books,2012,N/A,,244,N/A,0,en
IELTS Superpack,Lin Lougheed,Barrons Educational Services,2020-11-03,"Barron’s all-books-in-one IELTS Superpack provides the most comprehensive preparation available to help you master your English-language proficiency exam. This three-book set features test-like practice exams, audio tracks online, and essential review to help you prepare for the exam. IELTS Superpack includes: Barron's IELTS: Get comprehensive prep with 4 Academic Module practice exams and 2 General Training Module practice exams, plus extensive subject review and access to audio tracks online. IELTS Practice Exams: You'll get 6 Academic Module practice exams and 6 General Training Module practice exams with comprehensive answer explanations, plus audio material online. IELTS Essential Words: Build your vocabulary with 600 words that appear most frequently on IELTS exams, plus access to audio online.",Study Aids,1372,N/A,0,en
MICHAELISM: My POV on Life with Autism,Michael Tanzer,Michael Tanzer,2021-02-23,MICHAELISM: My POV on Life with Autism was written based on my own personal experiences having Autism Spectrum Disorder (ASD). I was diagnosed when I was three years old when I was in Preschool and let me tell you something: it has not been an easy road! I have worked hard with my family and other professionals who have supported me throughout my whole life and continue to help me. This book is based on my own personal experiences and I am sharing my Point of View (POV) on life with Autism. Everyone on the spectrum is different. I hope that the readers will gain a better understanding of individuals with ASD.,Biography & Autobiography,64,N/A,0,en
Sessional Papers,Great Britain. Parliament. House of Commons,N/A,1908,N/A,Great Britain,902,N/A,0,en
Parliamentary Papers,Great Britain. Parliament. House of Commons,N/A,1908,N/A,Great Britain,906,N/A,0,en
The Philadelphia Photographer,,N/A,1870,N/A,Photography,492,N/A,0,en
Sessional Papers,Ontario. Legislative Assembly,N/A,1901,N/A,Ontario,698,N/A,0,en
Annual Report,Ontario Beekeepers' Association,N/A,1900,N/A,Bee culture,600,N/A,0,en
Ontario. Canada. Department of Agriculture. Annual Report,,N/A,1901,N/A,,644,N/A,0,en
Report of the Commissioner of Agriculture and Arts,Ontario. Department of Agriculture,N/A,1901,N/A,Agriculture,644,N/A,0,en
Sessional Papers - Legislature of the Province of Ontario,Ontario. Legislative Assembly,N/A,1901,N/A,Ontario,698,N/A,0,en
Annual Report of the Bee-Keepers' Association of the Province of Ontario,Ontario Beekeepers' Association,N/A,1893,N/A,Bee culture,520,N/A,0,en
Annual Report of the Minister of Agriculture and Food,Ontario. Dept. of Agriculture and Food,N/A,1901,N/A,Agriculture,644,N/A,0,en
"Annual Report of the Department of Agriculture, for the Province of Ontario",Ontario. Department of Agriculture,N/A,1901,Consists of separately paged reports of bodies related to the Dept.,Agriculture,644,N/A,0,en
Annual Report of the Department of Agriculture and Food,Ontario. Dept. of Agriculture and Food,N/A,1901,Consists of individuals reports of each of the branches of the department.,Agriculture,642,N/A,0,en
Medical Pickwick,,N/A,1917,N/A,,630,N/A,0,en
The Medical Pickwick,,N/A,1917,N/A,Medicine,506,N/A,0,en
Information Book on a Health Program,"Charles Allen Prosser, Walter Alexander Anderson",N/A,1936,N/A,Hygiene,104,N/A,0,en
New York Libraries. a Quarterly Devoted to the Interests of the Libraries of the State,,N/A,1925,N/A,,288,N/A,0,en
Child Life,,N/A,1940,N/A,,608,N/A,0,en
Library of Congress Catalogs,Library of Congress,N/A,1976,N/A,,632,N/A,0,en
Farm Journal,,N/A,1921,N/A,Agriculture,68,N/A,0,en
"Journal of Health, Physical Education, Recreation",,N/A,1930,N/A,Physical education and training,618,N/A,0,en
Christian Living,,N/A,1977,N/A,Mennonites,468,N/A,0,en
The National Parent-teacher Magazine,,N/A,1934,N/A,Child rearing,556,N/A,0,en
The Autocar,,N/A,1951,N/A,Automobiles,988,N/A,0,en
Stenographer and Phonographic World,,N/A,1903,N/A,Business education,600,N/A,0,en
The Omega,,N/A,1939,N/A,,828,N/A,0,en
Thematic Units for Tenth Grade English,Doris Elizabeth Sanford,N/A,1944,N/A,English language,312,N/A,0,en
